0,1,2,3
0.7529205293815592,0.7781496777216648,0.24707947061844082,0.22185032227833523
0.7706300131843762,0.4854492946782607,0.22936998681562382,0.5145507053217393
0.7256183547687177,0.390397834397207,0.2743816452312823,0.609602165602793
0.9104452467592632,0.6164917449830013,0.0895547532407368,0.3835082550169987
0.9438056845653444,0.7904064194948784,0.056194315434655584,0.20959358050512156
0.999904509634931,0.8824583827968052,9.549036506895092e-05,0.11754161720319478
0.0607507354000234,0.3306198708024475,0.9392492645999766,0.6693801291975525
0.35131195784669034,0.03694268193680228,0.6486880421533097,0.9630573180631977
0.98011187765189,0.05119523971665496,0.019888122348109993,0.948804760283345
0.07668131437400794,0.7384838570836769,0.9233186856259921,0.2615161429163231
0.44981211740785076,0.3824668115427372,0.5501878825921492,0.6175331884572628
0.06780216735606448,0.6986085229569987,0.9321978326439355,0.3013914770430013
0.7647010807099709,0.10990642932612649,0.2352989192900291,0.8900935706738735
0.6399851618922812,0.20256031772530125,0.36001483810771884,0.7974396822746987
0.21138269598692594,0.48649568592288983,0.7886173040130741,0.5135043140771102
0.9749057142644063,0.08349081742063647,0.02509428573559369,0.9165091825793635
0.6885393990776301,0.5524680722470373,0.31146060092236993,0.4475319277529627
0.24901022785409577,0.2392676883556487,0.7509897721459042,0.7607323116443513
0.27734847926651807,0.9066675028040567,0.7226515207334819,0.09333249719594328
0.9451537175502013,0.17122540804936714,0.05484628244979872,0.8287745919506329
0.675187918630493,0.143795746655499,0.324812081369507,0.856204253344501
0.8313684296515712,0.8650258296254516,0.1686315703484288,0.1349741703745484
0.7756103866827609,0.4677967614802593,0.22438961331723906,0.5322032385197407
0.3157823766325717,0.04662861945626151,0.6842176233674283,0.9533713805437385
0.3349654673273361,0.6488923778585958,0.6650345326726639,0.35110762214140423
0.5242694113904312,0.452609036175185,0.47573058860956885,0.547390963824815
0.02469710336742359,0.3434537751572334,0.9753028966325764,0.6565462248427666
0.2888175839518874,0.9834413574655445,0.7111824160481126,0.016558642534455492
0.11684072654971389,0.6967732052760769,0.8831592734502861,0.3032267947239231
0.49422068774576955,0.09065954564190648,0.5057793122542305,0.9093404543580935
0.7490225770299577,0.6174349967976515,0.25097742297004233,0.38256500320234854
0.2563905272342246,0.2981591923264968,0.7436094727657754,0.7018408076735032
0.45532895013258645,0.12924372613884827,0.5446710498674135,0.8707562738611517
0.9986105903172653,0.7779641836474854,0.0013894096827347102,0.22203581635251457
0.8632035374910836,0.6865848436566949,0.13679646250891642,0.3134151563433051
0.5235579414540515,0.06030622822272669,0.47644205854594845,0.9396937717772733
0.4285082641125173,0.8015973980905796,0.5714917358874827,0.19840260190942038
0.8309677306221445,0.1514185559713347,0.16903226937785554,0.8485814440286653
0.7241164591691532,0.4880174660802865,0.27588354083084676,0.5119825339197135
0.2944559494766166,0.7017869867579826,0.7055440505233834,0.29821301324201743
