0,1,2,3,4,5,6,7,8,9
0.4479738124640703,0.34218237691558084,0.8470818064595078,0.13773835730225004,0.44671947604865414,0.5520261875359297,0.6578176230844192,0.1529181935404922,0.86226164269775,0.5532805239513459
0.6784680080539099,0.6481194413488153,0.9354104387915348,0.4129331400889622,0.580157143937992,0.32153199194609006,0.3518805586511847,0.06458956120846515,0.5870668599110378,0.419842856062008
0.820866536710377,0.7094900838394118,0.44346964459833327,0.8236034592234214,0.6599235991193938,0.17913346328962299,0.2905099161605882,0.5565303554016667,0.17639654077657863,0.3400764008806062
0.06723642375287531,0.03754807437012597,0.3778014442459636,0.38064776794705246,0.2869690552330091,0.9327635762471247,0.962451925629874,0.6221985557540364,0.6193522320529475,0.7130309447669909
0.3919294518890627,0.882480583819061,0.5455437830462058,0.6591630925556217,0.3012644274905204,0.6080705481109373,0.11751941618093897,0.45445621695379423,0.34083690744437833,0.6987355725094796
0.6311751428975397,0.992049357810217,0.4527495241585877,0.37766405781272805,0.3103605199630547,0.36882485710246027,0.00795064218978303,0.5472504758414123,0.622335942187272,0.6896394800369453
0.6070724637947936,0.5609210725719138,0.5046857564054068,0.8820190742011205,0.18404954600810364,0.3929275362052064,0.4390789274280862,0.4953142435945932,0.11798092579887953,0.8159504539918964
0.4705343787395855,0.1468998445746521,0.7233141683519045,0.9140404342182086,0.019714976585773702,0.5294656212604145,0.8531001554253479,0.27668583164809546,0.08595956578179142,0.9802850234142263
0.8464453092350332,0.5498117723166236,0.09842428346028664,0.7900851130490684,0.8920223289937456,0.15355469076496675,0.4501882276833764,0.9015757165397134,0.20991488695093163,0.10797767100625444
0.6149419049634662,0.9949543353728029,0.619574194397773,0.834243993003006,0.8616427040838759,0.38505809503653377,0.005045664627197133,0.38042580560222705,0.165756006996994,0.1383572959161241
0.09669974271960446,0.06850953517056702,0.6052517175658325,0.9289196739610639,0.4405458065059604,0.9033002572803955,0.931490464829433,0.3947482824341675,0.0710803260389361,0.5594541934940396
0.10745592561446005,0.022088954261612503,0.9612684212932137,0.24398953037114524,0.838932346901434,0.89254407438554,0.9779110457383875,0.03873157870678634,0.7560104696288548,0.16106765309856597
0.9523163009721131,0.7913623779544496,0.8373413604653992,0.792791955555619,0.8890297841484891,0.04768369902788694,0.20863762204555036,0.1626586395346008,0.207208044444381,0.1109702158515109
0.3435278640222027,0.033974843472990957,0.41228011444882484,0.4522976425786388,0.423320492027739,0.6564721359777973,0.966025156527009,0.5877198855511752,0.5477023574213612,0.576679507972261
0.7010960274336746,0.7115971806747604,0.43193938468757187,0.7165655457151945,0.21219104492060203,0.2989039725663254,0.2884028193252396,0.5680606153124281,0.2834344542848055,0.787808955079398
