0,1,2,3,4,5,6,7,8,9
0.7955619155318477,0.21337141699993112,0.017515446272419632,0.5597822983942545,0.6170731959069417,0.20443808446815226,0.7866285830000689,0.9824845537275804,0.44021770160574547,0.38292680409305835
0.03675543757916622,0.3985507226715558,0.742597664358777,0.5057112520718839,0.4445954496058345,0.9632445624208338,0.6014492773284442,0.25740233564122295,0.49428874792811606,0.5554045503941655
0.05023701688917992,0.8215574170098879,0.8849106080317595,0.2953166550523477,0.1761906822870607,0.9497629831108201,0.17844258299011206,0.11508939196824053,0.7046833449476523,0.8238093177129393
0.5859450082588038,0.3656319368296883,0.44718846432098314,0.4035961844887773,0.24486009085213045,0.4140549917411962,0.6343680631703117,0.5528115356790169,0.5964038155112227,0.7551399091478695
0.6315285060228174,0.1646571305946931,0.5993114764621409,0.5626336259390763,0.944472724478363,0.3684714939771826,0.8353428694053069,0.4006885235378591,0.4373663740609237,0.055527275521637054
0.22143179278858738,0.128395762620223,0.1192883895982666,0.8906083275307571,0.7890415262997036,0.7785682072114126,0.871604237379777,0.8807116104017334,0.10939167246924286,0.2109584737002964
0.9835887360060593,0.44618847808764195,0.828083627404437,0.011639721074027665,0.6387323963780904,0.01641126399394066,0.553811521912358,0.17191637259556303,0.9883602789259723,0.36126760362190957
0.07094978603770907,0.590602245385686,0.9138266205159824,0.9273443990078548,0.03171017122181918,0.9290502139622909,0.40939775461431405,0.0861733794840176,0.07265560099214519,0.9682898287781808
0.8944843682004613,0.8849089192593178,0.5922328412156133,0.5485382501900649,0.8492057500196771,0.10551563179953871,0.1150910807406822,0.40776715878438674,0.45146174980993514,0.15079424998032287
0.36954838044482463,0.742754659411805,0.8964245487199055,0.8932368995770552,0.8301474290257969,0.6304516195551754,0.25724534058819504,0.10357545128009449,0.10676310042294479,0.16985257097420314
0.35756951914550617,0.08900314442741697,0.6902230182487243,0.9409706951901543,0.8853619016699888,0.6424304808544938,0.910996855572583,0.30977698175127566,0.059029304809845695,0.11463809833001115
0.5345867509013461,0.7444487240405561,0.3529393122020922,0.7600858297996729,0.9683661063360304,0.4654132490986539,0.25555127595944394,0.6470606877979078,0.23991417020032713,0.031633893663969626
0.18357229852837975,0.6268565481706347,0.3277355574744544,0.22877525652065311,0.18473199791163886,0.8164277014716202,0.37314345182936526,0.6722644425255456,0.7712247434793469,0.8152680020883611
0.3531702706683605,0.7502576385516277,0.5693262845392231,0.49643585802028134,0.5178731638128937,0.6468297293316395,0.24974236144837225,0.43067371546077693,0.5035641419797187,0.4821268361871063
0.9338485636025935,0.16110872714627156,0.2909063476343846,0.45222890319874487,0.6812412481931615,0.0661514363974065,0.8388912728537284,0.7090936523656154,0.5477710968012551,0.31875875180683855
